epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,95.0324,0.57213,2.72146,0.88068,0.32494,0.825,0.52354,0.50763,0.2814,1.70845,0.82877,0.000177559,0.000177559,0.000177559
31,98.2525,0.60426,2.87672,0.87201,0.30153,0.83417,0.56907,0.55892,0.28054,1.7103,0.82879,0.000169302,0.000169302,0.000169302
32,101.326,0.56988,2.7386,0.87786,0.29172,0.84917,0.48792,0.4766,0.2817,1.69755,0.82646,0.000161045,0.000161045,0.000161045
33,104.537,0.57881,2.78273,0.87213,0.28961,0.84192,0.52035,0.50866,0.29251,1.69954,0.82291,0.000152789,0.000152789,0.000152789
34,107.644,0.5723,2.68338,0.88789,0.26366,0.8,0.50166,0.49006,0.28751,1.71955,0.81942,0.000144532,0.000144532,0.000144532
35,110.816,0.59721,2.69211,0.90726,0.27047,0.89947,0.5259,0.50729,0.28738,1.73628,0.81357,0.000136276,0.000136276,0.000136276
36,113.946,0.60642,2.72976,0.90449,0.27702,0.84708,0.49633,0.47611,0.28976,1.65581,0.82008,0.000128019,0.000128019,0.000128019
37,117.151,0.53369,2.63711,0.87275,0.28938,0.83988,0.48839,0.46889,0.28928,1.60223,0.82188,0.000119762,0.000119762,0.000119762
38,120.26,0.58626,2.67254,0.91783,0.29428,0.86131,0.49578,0.47583,0.2843,1.59852,0.82143,0.000111506,0.000111506,0.000111506
39,123.427,0.58684,2.68455,0.87958,0.30443,0.86521,0.56964,0.547,0.27279,1.59572,0.82316,0.000103249,0.000103249,0.000103249
40,126.617,0.53012,2.53102,0.85536,0.3156,0.84816,0.54274,0.53036,0.26551,1.59353,0.82304,9.49926e-05,9.49926e-05,9.49926e-05
41,129.781,0.40612,3.04911,0.8296,0.31462,0.86002,0.53582,0.51797,0.26668,1.56554,0.8283,8.6736e-05,8.6736e-05,8.6736e-05
42,132.744,0.42445,2.95894,0.85496,0.31569,0.85756,0.55259,0.53283,0.25206,1.53711,0.82671,7.84794e-05,7.84794e-05,7.84794e-05
43,135.822,0.39167,2.95938,0.84453,0.32989,0.84635,0.55569,0.54085,0.23111,1.53525,0.82298,7.02228e-05,7.02228e-05,7.02228e-05
44,138.801,0.35953,2.93695,0.83176,0.31808,0.83519,0.52444,0.51614,0.22789,1.5263,0.82128,6.19662e-05,6.19662e-05,6.19662e-05
45,141.85,0.4128,2.94958,0.83493,0.3148,0.82365,0.52498,0.51698,0.23296,1.51594,0.82027,5.37096e-05,5.37096e-05,5.37096e-05
46,144.816,0.37914,2.9048,0.81933,0.31982,0.84133,0.51472,0.50567,0.23348,1.50574,0.8194,4.5453e-05,4.5453e-05,4.5453e-05
47,147.902,0.40997,2.96596,0.81683,0.34152,0.81493,0.53792,0.53615,0.2309,1.5048,0.81712,3.71964e-05,3.71964e-05,3.71964e-05
48,150.89,0.35469,2.89029,0.81515,0.33727,0.81382,0.56561,0.55969,0.2306,1.50193,0.81685,2.89398e-05,2.89398e-05,2.89398e-05
49,154.384,0.38334,2.82482,0.8204,0.30105,0.86603,0.52274,0.51784,0.22776,1.49916,0.81789,2.06832e-05,2.06832e-05,2.06832e-05
50,157.955,0.37255,2.91961,0.82424,0.30502,0.90818,0.50229,0.49802,0.2271,1.49751,0.81841,1.24266e-05,1.24266e-05,1.24266e-05
